arm,family,pair,workload,ops,periodic_ops,combos,solver,objective,all_ops,misses,wall_s,cpsat_status,cpsat_gap,prec_viol,overlap_viol,inf_dur_assign,error
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,best-of-fast,31.933,31.933,0,0.007,,,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,cpsat,31.933,31.933,0,0.333,OPTIMAL,0.0,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,cpsat:warm,31.933,31.933,0,0.293,OPTIMAL,0.0,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,cpsat:warmbest,31.933,31.933,0,0.318,OPTIMAL,0.0,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,decomposed,31.933,31.933,0,0.001,,,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,greedy,31.933,31.933,0,0.001,,,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,greedy_periodic,31.933,31.933,0,0.001,,,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,greedy_reserved,31.933,31.933,0,0.001,,,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,heft,31.933,31.933,0,0.001,,,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,heft_edf,31.933,31.933,0,0.002,,,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,pso,31.933,31.933,0,0.038,,,0,0,0,
s10port,depth_nav_hd,?,networks_depth_nav_hd,20,20,2,sa,31.933,31.933,0,0.144,,,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,best-of-fast,31.52,31.52,0,0.007,,,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,cpsat,31.52,31.52,0,0.323,OPTIMAL,0.0,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,cpsat:warm,31.52,31.52,0,0.307,OPTIMAL,0.0,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,cpsat:warmbest,31.52,31.52,0,0.332,OPTIMAL,0.0,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,decomposed,31.52,31.52,0,0.001,,,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,greedy,31.52,31.52,0,0.001,,,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,greedy_periodic,31.52,31.52,0,0.001,,,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,greedy_reserved,31.52,31.52,0,0.001,,,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,heft,31.52,31.52,0,0.001,,,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,heft_edf,31.52,31.52,0,0.002,,,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,pso,31.52,31.52,0,0.057,,,0,0,0,
s10port,depth_nav_quad,?,networks_depth_nav_quad,20,20,4,sa,31.52,31.52,0,0.207,,,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,best-of-fast,8.665,10.79,0,0.001,,,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,cpsat,8.665,10.79,0,0.41,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,cpsat:warm,8.665,10.79,0,0.371,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,cpsat:warmbest,8.665,10.79,0,0.366,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,decomposed,19.455,19.455,0,0.0,,,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,greedy,19.455,19.455,0,0.0,,,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,greedy_periodic,19.455,19.455,0,0.0,,,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,greedy_reserved,19.455,19.455,0,0.0,,,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,heft,8.665,10.79,0,0.0,,,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,heft_edf,8.665,10.79,0,0.001,,,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,pso,8.665,10.79,0,0.024,,,0,0,0,
s10port,perception_heavy,cg,networks_perception_heavy_cg,5,4,2,sa,8.665,10.79,0,0.062,,,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,best-of-fast,6.797,12.677,0,0.001,,,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,cpsat,6.797,12.677,0,0.394,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,cpsat:warm,6.797,12.677,0,0.382,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,cpsat:warmbest,6.797,12.677,0,0.38,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,decomposed,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,greedy,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,greedy_periodic,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,greedy_reserved,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,heft,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,heft_edf,6.797,12.677,0,0.001,,,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,pso,6.797,12.677,0,0.017,,,0,0,0,
s10port,perception_heavy,dc,networks_perception_heavy_dc,5,4,2,sa,6.797,12.677,0,0.075,,,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,best-of-fast,8.681,13.09,0,0.001,,,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,cpsat,7.32,13.09,0,0.353,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,cpsat:warm,7.32,13.09,0,0.432,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,cpsat:warmbest,7.32,13.09,0,0.434,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,decomposed,8.681,13.09,0,0.0,,,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,greedy,8.681,13.09,0,0.0,,,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,greedy_periodic,8.681,13.09,0,0.0,,,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,greedy_reserved,8.681,13.09,0,0.0,,,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,heft,8.681,13.09,0,0.0,,,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,heft_edf,8.681,13.09,0,0.001,,,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,pso,7.32,13.09,0,0.026,,,0,0,0,
s10port,perception_heavy_hd,?,networks_perception_heavy_hd,5,4,2,sa,7.32,13.09,0,0.059,,,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,best-of-fast,6.797,12.677,0,0.001,,,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,cpsat,6.797,13.09,0,0.326,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,cpsat:warm,6.797,12.677,0,0.379,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,cpsat:warmbest,6.797,12.677,0,0.417,OPTIMAL,0.0,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,decomposed,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,greedy,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,greedy_periodic,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,greedy_reserved,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,heft,6.797,12.677,0,0.0,,,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,heft_edf,6.797,12.677,0,0.001,,,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,pso,6.797,12.677,0,0.023,,,0,0,0,
s10port,perception_heavy_quad,?,networks_perception_heavy_quad,5,4,4,sa,6.797,12.677,0,0.068,,,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,best-of-fast,16.361,21.598,0,0.006,,,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,cpsat,16.361,21.598,0,0.418,OPTIMAL,0.0,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,cpsat:warm,16.361,21.598,0,0.412,OPTIMAL,0.0,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,cpsat:warmbest,16.361,21.598,0,0.382,OPTIMAL,0.0,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,decomposed,17.031,21.598,0,0.001,,,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,greedy,17.031,21.598,0,0.0,,,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,greedy_periodic,17.031,21.598,0,0.0,,,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,greedy_reserved,17.031,21.598,0,0.001,,,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,heft,6.805,21.598,10,0.001,,,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,heft_edf,16.361,21.598,0,0.003,,,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,pso,16.361,21.598,0,0.093,,,0,0,0,
s10port,saturation,cg,networks_saturation_cg,23,22,2,sa,16.361,21.598,0,0.174,,,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,best-of-fast,5.961,20.715,0,0.008,,,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,cpsat,5.961,21.895,0,0.398,OPTIMAL,0.0,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,cpsat:warm,5.961,20.715,0,0.414,OPTIMAL,0.0,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,cpsat:warmbest,5.961,20.715,0,0.397,OPTIMAL,0.0,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,decomposed,18.846,20.715,0,0.001,,,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,greedy,18.846,20.715,0,0.0,,,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,greedy_periodic,18.846,20.715,0,0.001,,,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,greedy_reserved,18.846,20.715,0,0.001,,,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,heft,5.151,20.715,3,0.001,,,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,heft_edf,5.961,20.715,0,0.004,,,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,pso,5.961,20.715,0,0.098,,,0,0,0,
s10port,saturation,dc,networks_saturation_dc,23,22,2,sa,5.961,20.715,0,0.148,,,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,best-of-fast,17.543,20.035,0,0.009,,,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,cpsat,17.543,20.035,0,0.379,OPTIMAL,0.0,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,cpsat:warm,17.543,20.035,0,0.334,OPTIMAL,0.0,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,cpsat:warmbest,17.543,20.035,0,0.337,OPTIMAL,0.0,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,decomposed,18.119,20.035,0,0.001,,,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,greedy,18.119,20.035,0,0.001,,,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,greedy_periodic,18.119,20.035,0,0.001,,,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,greedy_reserved,18.119,20.035,0,0.001,,,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,heft,8.507,20.035,3,0.001,,,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,heft_edf,17.543,20.035,0,0.004,,,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,pso,17.543,20.035,0,0.08,,,0,0,0,
s10port,saturation_hd,?,networks_saturation_hd,23,22,2,sa,17.543,20.035,0,0.177,,,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,best-of-fast,5.151,20.715,0,0.01,,,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,cpsat,5.151,20.715,0,0.382,OPTIMAL,0.0,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,cpsat:warm,5.151,20.715,0,0.391,OPTIMAL,0.0,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,cpsat:warmbest,5.151,20.715,0,0.369,OPTIMAL,0.0,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,decomposed,8.507,20.715,0,0.002,,,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,greedy,8.507,20.715,0,0.001,,,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,greedy_periodic,8.507,20.715,0,0.001,,,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,greedy_reserved,8.507,20.715,0,0.002,,,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,heft,5.151,20.715,0,0.001,,,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,heft_edf,5.151,20.715,0,0.003,,,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,pso,5.151,20.715,0,0.065,,,0,0,0,
s10port,saturation_quad,?,networks_saturation_quad,23,22,4,sa,5.151,20.715,0,0.211,,,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,best-of-fast,4.887,4.887,0,0.0,,,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,cpsat,4.887,4.887,0,0.35,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,cpsat:warm,4.887,4.887,0,0.341,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,cpsat:warmbest,4.887,4.887,0,0.347,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,decomposed,4.887,4.887,0,0.0,,,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,greedy,4.887,4.887,0,0.0,,,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,greedy_periodic,4.887,4.887,0,0.0,,,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,greedy_reserved,4.887,4.887,0,0.0,,,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,heft,4.928,4.928,0,0.0,,,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,heft_edf,4.928,4.928,0,0.0,,,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,pso,4.887,4.887,0,0.035,,,0,0,0,
s10port,scale_ladder,cg,networks_scale_ladder_cg,6,0,2,sa,4.887,4.887,0,0.079,,,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,best-of-fast,2.956,2.956,0,0.0,,,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,cpsat,2.951,2.951,0,0.337,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,cpsat:warm,2.951,2.951,0,0.337,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,cpsat:warmbest,2.951,2.951,0,0.368,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,decomposed,2.956,2.956,0,0.0,,,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,greedy,2.956,2.956,0,0.0,,,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,greedy_periodic,2.956,2.956,0,0.0,,,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,greedy_reserved,2.956,2.956,0,0.0,,,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,heft,3.031,3.031,0,0.0,,,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,heft_edf,3.031,3.031,0,0.0,,,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,pso,2.951,2.951,0,0.036,,,0,0,0,
s10port,scale_ladder,dc,networks_scale_ladder_dc,6,0,2,sa,2.951,2.951,0,0.139,,,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,best-of-fast,3.651,3.651,0,0.0,,,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,cpsat,3.579,3.579,0,0.369,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,cpsat:warm,3.579,3.579,0,0.363,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,cpsat:warmbest,3.579,3.579,0,0.333,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,decomposed,3.651,3.651,0,0.0,,,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,greedy,3.651,3.651,0,0.0,,,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,greedy_periodic,3.651,3.651,0,0.0,,,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,greedy_reserved,3.651,3.651,0,0.0,,,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,heft,3.869,3.869,0,0.0,,,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,heft_edf,3.869,3.869,0,0.0,,,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,pso,3.579,3.579,0,0.022,,,0,0,0,
s10port,scale_ladder_hd,?,networks_scale_ladder_hd,6,0,2,sa,3.579,3.579,0,0.124,,,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,best-of-fast,2.146,2.146,0,0.002,,,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,cpsat,1.931,1.931,0,0.332,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,cpsat:warm,1.931,1.931,0,0.368,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,cpsat:warmbest,1.931,1.931,0,0.377,OPTIMAL,0.0,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,decomposed,2.146,2.146,0,0.0,,,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,greedy,2.146,2.146,0,0.0,,,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,greedy_periodic,2.146,2.146,0,0.0,,,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,greedy_reserved,2.146,2.146,0,0.0,,,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,heft,2.614,2.614,0,0.001,,,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,heft_edf,2.614,2.614,0,0.001,,,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,pso,1.931,1.931,0,0.03,,,0,0,0,
s10port,scale_ladder_quad,?,networks_scale_ladder_quad,6,0,4,sa,1.931,1.931,0,0.107,,,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,best-of-fast,26.132,26.132,0,0.008,,,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,cpsat,26.132,26.132,0,0.372,OPTIMAL,0.0,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,cpsat:warm,26.132,26.132,0,0.413,OPTIMAL,0.0,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,cpsat:warmbest,26.132,26.132,0,0.347,OPTIMAL,0.0,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,decomposed,26.132,26.132,0,0.001,,,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,greedy,26.132,26.132,0,0.001,,,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,greedy_periodic,26.132,26.132,0,0.001,,,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,greedy_reserved,26.132,26.132,0,0.001,,,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,heft,26.132,26.132,0,0.001,,,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,heft_edf,26.132,26.132,0,0.003,,,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,pso,26.132,26.132,0,0.062,,,0,0,0,
s10port,tight_loop,cg,networks_tight_loop_cg,28,28,2,sa,26.132,26.132,0,0.155,,,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,best-of-fast,23.564,23.564,0,0.009,,,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,cpsat,23.564,23.564,0,0.367,OPTIMAL,0.0,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,cpsat:warm,23.564,23.564,0,0.346,OPTIMAL,0.0,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,cpsat:warmbest,23.564,23.564,0,0.324,OPTIMAL,0.0,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,decomposed,23.564,23.564,0,0.002,,,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,greedy,23.564,23.564,0,0.001,,,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,greedy_periodic,23.564,23.564,0,0.001,,,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,greedy_reserved,23.564,23.564,0,0.001,,,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,heft,23.564,23.564,0,0.001,,,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,heft_edf,23.564,23.564,0,0.003,,,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,pso,23.564,23.564,0,0.06,,,0,0,0,
s10port,tight_loop,dc,networks_tight_loop_dc,28,28,2,sa,23.564,23.564,0,0.209,,,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,best-of-fast,47.298,47.298,0,0.009,,,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,cpsat,47.298,47.298,0,0.318,OPTIMAL,0.0,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,cpsat:warm,47.298,47.298,0,0.304,OPTIMAL,0.0,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,cpsat:warmbest,47.298,47.298,0,0.324,OPTIMAL,0.0,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,decomposed,47.298,47.298,0,0.002,,,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,greedy,47.298,47.298,0,0.001,,,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,greedy_periodic,47.298,47.298,0,0.001,,,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,greedy_reserved,47.298,47.298,0,0.001,,,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,heft,47.298,47.298,0,0.001,,,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,heft_edf,47.298,47.298,0,0.003,,,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,pso,47.298,47.298,0,0.077,,,0,0,0,
s10port,tight_loop_hd,?,networks_tight_loop_hd,28,28,2,sa,47.298,47.298,0,0.162,,,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,best-of-fast,47.298,47.298,0,0.013,,,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,cpsat,47.298,47.298,0,0.302,OPTIMAL,0.0,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,cpsat:warm,47.298,47.298,0,0.335,OPTIMAL,0.0,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,cpsat:warmbest,47.298,47.298,0,0.322,OPTIMAL,0.0,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,decomposed,47.298,47.298,0,0.002,,,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,greedy,47.298,47.298,0,0.002,,,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,greedy_periodic,47.298,47.298,0,0.002,,,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,greedy_reserved,47.298,47.298,0,0.002,,,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,heft,47.298,47.298,0,0.001,,,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,heft_edf,47.298,47.298,0,0.004,,,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,pso,47.298,47.298,0,0.133,,,0,0,0,
s10port,tight_loop_quad,?,networks_tight_loop_quad,28,28,4,sa,47.298,47.298,0,0.249,,,0,0,0,
s10port,vint_intro,cg,networks_vint_intro_cg,10,8,2,best-of-fast,100.588,100.588,0,0.002,,,0,0,0,
s10port,vint_intro,cg,networks_vint_intro_cg,10,8,2,cpsat,100.588,100.588,0,0.31,OPTIMAL,0.0,0,0,0,
s10port,vint_intro,cg,networks_vint_intro_cg,10,8,2,cpsat:warm,100.588,100.588,0,0.291,OPTIMAL,0.0,0,0,0,
