flight,dur_s,mean_thrust_N,mean_absM,energy,energy_hover,maneuver_frac
ros25_s1000,0.9400000000000001,0.6949161520129756,0.8537090904879988,106.28147401309681,0.3798966863884317,0.9964255606170684
ros25_s1001,3.24,1.3706706068607477,0.8427997689980727,379.0029952794371,2.967818836437652,0.9921694053255451
ros25_s1002,0.87,0.5637599229812622,0.8239465719371131,86.9927493533659,0.30218479051414915,0.9965263221043094
ros50_s1000,5.8500000000000005,1.0606687678081388,0.690174833588531,156.2513096669664,3.2525364219294737,0.9791839413771192
ros50_s1001,10.92,1.060041906364937,0.7027120113454602,299.8019592010031,6.029469016163668,0.9798884936168106
ros50_s1002,17.990000000000002,1.0575376616728802,0.7010245229952313,488.87927134810457,9.855894375549088,0.9798398194540524
xpu100_s1000,8.13,1.0578432000660924,0.013585467288159231,6.950430384551875,4.470305004801958,0.35683047560080294
xpu100_s1001,10.17,1.059177360162578,0.015748776230758595,13.956465654497444,5.598132791427927,0.5988860697246842
xpu100_s1002,8.14,1.0574106584525913,0.010655771660597535,6.536206809427135,4.46959410562526,0.31617920975529884
