seed,cruise_speed,sim_dt,decimation,control_dt_ms,sched_latency_ms,percep_latency_ms,percep_delay_steps,percep_hold_ms,percep_refresh,walk_speed,hold_steps,eff_cmd_hz,moment_scale,gust,motor_tau,pipeline_zoh,gates_passed,steps,K,outcome,crash_type
1005,1.4,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,1,358,4,crash,clip
1000,1.4,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,2,635,4,crash,clip
1001,1.4,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,2,1173,4,crash,clip
1002,1.4,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,4,996,4,success,
1003,1.4,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,1,382,4,crash,clip
1004,1.4,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,2,643,4,crash,clip
1005,1.4,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,1,573,4,crash,clip
1000,1.4,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,2,518,4,crash,clip
1001,1.4,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,570,4,crash,clip
1002,1.4,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,3,1800,4,timeout,
1003,1.4,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,449,4,crash,clip
1004,1.4,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,1800,4,timeout,
1005,1.4,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,477,4,crash,clip
1000,1.4,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,1,445,4,crash,clip
1001,1.4,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,0,311,4,crash,clip
1002,1.4,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,1,332,4,crash,clip
1003,1.4,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,1,494,4,crash,clip
1004,1.4,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,1,473,4,crash,clip
1005,1.4,0.01,1,10.0,38.0,0.0,0,0.0,1,0.0,4,25.0,0.0055,0.0,0.0,0,1,420,4,crash,clip
1000,1.6,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,3,763,4,crash,clip
1001,1.6,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,1,424,4,crash,clip
1002,1.6,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,3,786,4,crash,clip
1003,1.6,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,2,543,4,crash,clip
1004,1.6,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,4,908,4,success,
1005,1.6,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,1,292,4,crash,clip
1000,1.6,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,3,768,4,crash,clip
1001,1.6,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,2,424,4,crash,clip
1002,1.6,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,2,536,4,crash,clip
1003,1.6,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,3,814,4,crash,clip
1004,1.6,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,1,574,4,crash,clip
1005,1.6,0.01,1,10.0,18.0,0.0,0,0.0,1,0.0,2,50.0,0.0055,0.0,0.0,0,1,306,4,crash,clip
1000,1.6,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,455,4,crash,clip
1001,1.6,0.01,1,10.0,28.0,0.0,0,0.0,1,0.0,3,33.33,0.0055,0.0,0.0,0,1,179,4,crash,clip
