source,seed,cruise_speed,sim_dt,decimation,control_dt_ms,sched_latency_ms,percep_latency_ms,percep_delay_steps,percep_hold_ms,percep_refresh,walk_speed,hold_steps,eff_cmd_hz,moment_scale,gust,motor_tau,pipeline_zoh,gates_passed,steps,K,outcome,crash_type,regime,success
crash_verify_new_ros,1013,1.4,0.01,1,10.0,35.58,0.0,0,0.0,1,0.0,4,25.0,0.02,0.0,0.0,0,0,75,4,crash,ground,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros,1014,1.4,0.01,1,10.0,35.58,0.0,0,0.0,1,0.0,4,25.0,0.02,0.0,0.0,0,0,90,4,crash,ground,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros,1015,1.4,0.01,1,10.0,35.58,0.0,0,0.0,1,0.0,4,25.0,0.02,0.0,0.0,0,0,108,4,crash,ground,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros,1016,1.4,0.01,1,10.0,35.58,0.0,0,0.0,1,0.0,4,25.0,0.02,0.0,0.0,0,0,678,4,crash,ground,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros,1017,1.4,0.01,1,10.0,35.58,0.0,0,0.0,1,0.0,4,25.0,0.02,0.0,0.0,0,0,105,4,crash,ground,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1000,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,3,903,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1001,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,764,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1002,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,2,1800,4,timeout,,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1003,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,376,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1004,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,903,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1005,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,1800,4,timeout,,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1006,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,4,1187,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_ros50,1007,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,4,1158,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_ros50,1008,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,336,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1009,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,376,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1010,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,4,1132,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_ros50,1011,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,1800,4,timeout,,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1012,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,318,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1013,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,3,1800,4,timeout,,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1014,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,423,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1015,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,2,706,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1016,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,363,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_ros50,1017,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,2,853,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1000,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,3,814,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1001,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1018,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_xpu,1002,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,371,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1003,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1055,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_xpu,1004,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1053,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_xpu,1005,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,858,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1006,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1056,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_xpu,1007,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1085,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_xpu,1008,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,991,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_xpu,1009,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,1173,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1010,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,332,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1011,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,239,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1012,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,991,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_xpu,1013,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,999,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1014,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,2,677,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1015,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,2,956,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_new_xpu,1016,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1008,4,success,,"showdown (calibrated gain, ZOH latency)",1
crash_verify_new_xpu,1017,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,3,964,4,crash,clip,"showdown (calibrated gain, ZOH latency)",0
crash_verify_ratecliff,1000,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1047,4,success,,misc/verification,1
crash_verify_ratecliff,1001,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,2,676,4,crash,,misc/verification,0
crash_verify_ratecliff,1002,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1031,4,success,,misc/verification,1
crash_verify_ratecliff,1003,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,415,4,crash,,misc/verification,0
crash_verify_ratecliff,1004,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1067,4,success,,misc/verification,1
crash_verify_ratecliff,1005,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,344,4,crash,,misc/verification,0
crash_verify_ratecliff,1006,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1053,4,success,,misc/verification,1
crash_verify_ratecliff,1007,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1032,4,success,,misc/verification,1
crash_verify_ratecliff,1008,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,357,4,crash,,misc/verification,0
crash_verify_ratecliff,1009,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,362,4,crash,,misc/verification,0
crash_verify_ratecliff,1010,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,1,342,4,crash,,misc/verification,0
crash_verify_ratecliff,1011,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,4,1028,4,success,,misc/verification,1
crash_verify_ratecliff,1000,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,2,984,4,crash,,misc/verification,0
crash_verify_ratecliff,1001,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,794,4,crash,,misc/verification,0
crash_verify_ratecliff,1002,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,446,4,crash,,misc/verification,0
crash_verify_ratecliff,1003,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,423,4,crash,,misc/verification,0
crash_verify_ratecliff,1004,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,1800,4,timeout,,misc/verification,0
crash_verify_ratecliff,1005,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,404,4,crash,,misc/verification,0
crash_verify_ratecliff,1006,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,962,4,crash,,misc/verification,0
crash_verify_ratecliff,1007,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,2,726,4,crash,,misc/verification,0
crash_verify_ratecliff,1008,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,643,4,crash,,misc/verification,0
crash_verify_ratecliff,1009,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,340,4,crash,,misc/verification,0
crash_verify_ratecliff,1010,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,397,4,crash,,misc/verification,0
crash_verify_ratecliff,1011,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,1,267,4,crash,,misc/verification,0
crash_verify_s1004_ros,1004,1.4,0.01,1,10.0,12.4,0.0,0,0.0,1,0.0,2,50.0,0.01,0.0,0.0,0,4,1194,4,success,,misc/verification,1
crash_verify_s1004_xpu,1004,1.4,0.01,1,10.0,4.89,0.0,0,0.0,1,0.0,1,100.0,0.005,0.0,0.0,0,2,658,4,crash,clip,misc/verification,0
crash_verify_test,1000,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,0,50,4,timeout,,misc/verification,0
crash_verify_walkgrid,1000,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1194,4,success,,misc/verification,1
crash_verify_walkgrid,1001,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,2,726,4,crash,,misc/verification,0
crash_verify_walkgrid,1002,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1190,4,success,,misc/verification,1
crash_verify_walkgrid,1003,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1249,4,success,,misc/verification,1
crash_verify_walkgrid,1004,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,1,480,4,crash,,misc/verification,0
crash_verify_walkgrid,1005,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,2,748,4,crash,,misc/verification,0
crash_verify_walkgrid,1006,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,1,527,4,crash,,misc/verification,0
crash_verify_walkgrid,1007,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,1,1199,4,crash,,misc/verification,0
crash_verify_walkgrid,1008,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1139,4,success,,misc/verification,1
crash_verify_walkgrid,1009,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1163,4,success,,misc/verification,1
crash_verify_walkgrid,1010,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1176,4,success,,misc/verification,1
crash_verify_walkgrid,1011,1.2,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,1,775,4,crash,,misc/verification,0
crash_verify_walkgrid,1000,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,2,955,4,crash,,misc/verification,0
crash_verify_walkgrid,1001,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,1,447,4,crash,,misc/verification,0
crash_verify_walkgrid,1002,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,0,785,4,crash,,misc/verification,0
crash_verify_walkgrid,1003,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1234,4,success,,misc/verification,1
crash_verify_walkgrid,1004,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1221,4,success,,misc/verification,1
crash_verify_walkgrid,1005,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,3,1211,4,crash,,misc/verification,0
crash_verify_walkgrid,1006,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,1,461,4,crash,,misc/verification,0
crash_verify_walkgrid,1007,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1197,4,success,,misc/verification,1
crash_verify_walkgrid,1008,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,1,402,4,crash,,misc/verification,0
crash_verify_walkgrid,1009,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1159,4,success,,misc/verification,1
crash_verify_walkgrid,1010,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,0,641,4,crash,,misc/verification,0
crash_verify_walkgrid,1011,1.2,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,2,800,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1000,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1463,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1001,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,3,1251,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1002,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,3,1523,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1003,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1491,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1004,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,3,1173,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1005,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1427,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1006,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1510,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1007,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,2,1564,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1008,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,3,1800,4,timeout,,misc/verification,0
crash_verify_walkgrid_s1.0,1009,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,1,431,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1010,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1469,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1011,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,3,1122,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1012,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,3,1069,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1013,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,3,1515,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1014,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,3,1571,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1015,1.0,0.01,1,10.0,0.0,0.0,0,0.0,1,1.5,1,100.0,0.01,0.0,0.0,0,4,1402,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1000,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,1,348,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1001,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,2,823,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1002,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1421,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1003,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,1,648,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1004,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1476,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1005,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,2,1728,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1006,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,3,1419,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1007,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,3,1650,4,crash,,misc/verification,0
crash_verify_walkgrid_s1.0,1008,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1360,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1009,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1420,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1010,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,0,1800,4,timeout,,misc/verification,0
crash_verify_walkgrid_s1.0,1011,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1425,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1012,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1372,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1013,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1358,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1014,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,4,1461,4,success,,misc/verification,1
crash_verify_walkgrid_s1.0,1015,1.0,0.01,1,10.0,0.0,0.0,0,150.0,15,1.5,1,100.0,0.01,0.0,0.0,0,1,557,4,crash,,misc/verification,0
hil_ablation,1000,1.0,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,4,1414,4,success,,envelope (figure source),1
hil_ablation,1001,1.0,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,1,450,4,crash,clip,envelope (figure source),0
hil_ablation,1002,1.0,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,1,496,4,crash,clip,envelope (figure source),0
hil_ablation,1003,1.0,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,4,1457,4,success,,envelope (figure source),1
hil_ablation,1004,1.0,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,1,385,4,crash,clip,envelope (figure source),0
hil_ablation,1005,1.0,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,4,1417,4,success,,envelope (figure source),1
hil_ablation,1006,1.0,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,3,1147,4,crash,clip,envelope (figure source),0
hil_ablation,1007,1.0,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,2,749,4,crash,clip,envelope (figure source),0
hil_ablation,1008,1.0,0.01,1,10.0,8.0,0.0,0,0.0,1,0.0,1,100.0,0.0055,0.0,0.0,0,4,1361,4,success,,envelope (figure source),1
